parameter,scores
0.004098,1.8601451570519092
0.008095999999999999,1.4833410956608308
0.012093999999999999,1.890410788255979
0.016092,1.911297873701975
0.020089999999999997,2.2927015243267896
0.024088,2.542061261533135
0.028086,2.4578889671096538
0.032084,2.580543545863752
0.036082,2.6167030540638536
0.040080000000000005,2.7914194451462175
0.044078000000000006,2.806338157295243
0.04807600000000001,3.156852261966865
0.05207400000000001,3.252740293509778
0.05607200000000001,3.45403807877188
0.06007000000000001,3.7632774666537765
0.06406800000000001,3.838888631831304
0.06806600000000002,4.015758482796082
0.07206400000000002,4.129355901964838
0.07606200000000002,4.498944812361795
0.08006000000000002,4.4106945868846354
0.08405800000000002,5.0522292969954545
0.08805600000000002,5.4708339640804855
0.09205400000000002,5.813850560490448
0.09605200000000003,6.478401943898895
0.10005000000000003,6.478158712928639
0.10404800000000003,6.303480556526837
0.10804600000000003,6.092487088294151
0.11204400000000003,5.934889253329471
0.11604200000000003,5.7456508442690915
0.12004000000000004,5.591892719619909
0.12403800000000004,5.435275303576096
0.12803600000000004,5.302176350917407
0.13203400000000004,5.169608796085316
0.13603200000000004,5.038778522216118
0.14003000000000004,4.904832522387302
0.14402800000000004,4.791866842826939
0.14802600000000005,4.702686548449234
0.15202400000000005,4.586738935178538
0.15602200000000005,4.4800340996722525
0.16002000000000005,4.379774083059012
0.16401800000000005,4.2925530666434435
0.16801600000000005,4.198614194843375
0.17201400000000006,4.115958405691948
0.17601200000000006,4.032352695897493
0.18001000000000006,3.9527641746007363
0.18400800000000006,3.879477953360025
0.18800600000000006,3.804425619158249
0.19200400000000006,3.740392912013514
0.19600200000000007,3.6872687045570562
0.20000000000000007,3.620412898519744
