parameter,scores
0.004098,0.9435965415889809
0.008095999999999999,0.8123211281976017
0.012093999999999999,0.8597004573460324
0.016092,1.0045779146262968
0.020089999999999997,1.0466734289964086
0.024088,1.1608804444174567
0.028086,1.5010845748491066
0.032084,1.5091772668108012
0.036082,1.4961312217591411
0.040080000000000005,1.4647000236857106
0.044078000000000006,1.4686467498419558
0.04807600000000001,1.5016739800425132
0.05207400000000001,1.5529064135949995
0.05607200000000001,1.5192830699284707
0.06007000000000001,2.3043362383399812
0.06406800000000001,2.399902587051109
0.06806600000000002,3.022117697170177
0.07206400000000002,2.9741021864816375
0.07606200000000002,2.944104791266725
0.08006000000000002,3.438026117031845
0.08405800000000002,4.31499249962629
0.08805600000000002,4.5315965764816415
0.09205400000000002,4.598454355263374
0.09605200000000003,4.425017401870896
0.10005000000000003,4.565518039923387
0.10404800000000003,4.3998201251628455
0.10804600000000003,4.274948598334729
0.11204400000000003,4.168140319497708
0.11604200000000003,4.086325601203429
0.12004000000000004,3.955979323242701
0.12403800000000004,3.841937332244817
0.12803600000000004,3.7317156850588944
0.13203400000000004,3.676713921917326
0.13603200000000004,3.617280979734725
0.14003000000000004,3.517728242149648
0.14402800000000004,3.4909389796234347
0.14802600000000005,3.432850335081577
0.15202400000000005,3.379367869757525
0.15602200000000005,3.3034928232677476
0.16002000000000005,3.25191584875198
0.16401800000000005,3.1956652905566143
0.16801600000000005,3.167626923057385
0.17201400000000006,3.095283995763705
0.17601200000000006,3.026573258335729
0.18001000000000006,2.9756253729728006
0.18400800000000006,2.9120575509980062
0.18800600000000006,2.8760628032521156
0.19200400000000006,2.8459899562549302
0.19600200000000007,2.7973056173686963
0.20000000000000007,2.752669243274876
